district_Name,property_size,property_price
فيلا للبيع في شارع الخيالة ، حي الواحة ، الرياض ، الرياض,500 م²,"3,500,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,000,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,250 م²,"900,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع البشائر ، حي الحمراء ، الرياض ، الرياض,732 م²,"4,200,000 ريال"
,,
فيلا للبيع في شارع حمدان بن ذي النون ، حي الرمال ، الرياض ، الرياض,312 م²,"1,700,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,500 م²,"800,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,200 م²,"970,000 ريال"
,,
فيلا للبيع في شارع محمد الجمدي ، حي عكاظ ، الرياض ، الرياض,390 م²,"950,000 ريال"
,,
فيلا للبيع في شارع علي البغدادي ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,766 م²,"7,000,000 ريال"
,,
فيلا للبيع في شارع صالح راوه ، حي طويق ، الرياض ، الرياض,260 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,309 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع ابي خالد ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
,,
فيلا للبيع في حي ، شارع هندا الشام ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في طريق الثمامة ، حي المونسية ، الرياض ، الرياض,288 م²,"1,750,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,242 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع عبدالوهاب بن مجاهد ، حي طويق ، الرياض ، الرياض,315 م²,"1,300,000 ريال"
,,
فيلا للبيع في طريق خريص ، حي النهضة ، الرياض ، الرياض,260 م²,"1,550,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,370,000 ريال"
,,
فيلا للبيع في شارع مسكان ، حي النرجس ، الرياض ، الرياض,240 م²,"2,600,000 ريال"
,,
فيلا للبيع في شارع خبيب بن عدي الانصاري ، حي الرمال ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع محمد المعافري ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع بن عبدالعزيز ، حي طويق ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع فارس العشيره ، حي طويق ، الرياض ، الرياض,390 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع الخيال ، حي طيبة ، الرياض ، الرياض,248 م²,"840,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع مسعود بن متعب ، حي ظهرة نمار ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,200 م²,"880,000 ريال"
,,
فيلا للبيع في شارع محمد بن البياني ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,260 م²,"2,200,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع الضياء ، حي العليا ، الرياض ، الرياض,396 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع البسالة ، حي الرمال ، الرياض ، الرياض,500 م²,"2,100,000 ريال"
,,
فيلا للبيع في شارع اسعد بن احمد دهان ، حي الرمال ، الرياض ، الرياض,240 م²,"1,130,000 ريال"
,,
فيلا للبيع في شارع رقم 118 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع محيي الدين البغوي ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع رقم 343 ، حي النرجس ، الرياض ، الرياض,250 م²,"2,700,000 ريال"
,,
فيلا للبيع في شارع الحسين الهاشمي ، حي طويق ، الرياض ، الرياض,250 م²,"1,120,000 ريال"
,,
فيلا للبيع في شارع السيف ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في حديقة اليرموك ، شارع وثيلان ، حي اليرموك ، الرياض ، الرياض,322 م²,"2,200,000 ريال"
,,
فيلا للبيع في شارع الغزاله ، حي طيبة ، الرياض ، الرياض,240 م²,"850,000 ريال"
,,
فيلا للبيع في شارع محمد بن القيسي ، حي طويق ، الرياض ، الرياض,300 م²,"980,000 ريال"
,,
فيلا للبيع في شارع اللوزه ، حي طويق ، الرياض ، الرياض,240 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في شارع القواعد ، حي الحزم ، الرياض ، الرياض,312 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع الظاهري ، حي طويق ، الرياض ، الرياض,318 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع ابن زياده ، حي طيبة ، الرياض ، الرياض,232 م²,"830,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,450 م²,"2,300,000 ريال"
,,
فيلا للبيع في حي حطين ، الرياض ، الرياض,575 م²,"7,000,000 ريال"
,,
فيلا للبيع في حي ، شارع عبدالقادر الجزائري ، حي الدار البيضاء ، الرياض ، الرياض,375 م²,"720,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,216 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الهندي ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,10975 م²,"9,800,000 ريال"
,,
فيلا للبيع في حي ، شارع زياد الباهلي ، حي ظهرة نمار ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,270 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع المرسي ، حي طويق ، الرياض ، الرياض,400 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,324 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع ال طياش ، حي عكاظ ، الرياض ، الرياض,390 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع الضياء ، حي الجنادرية ، الرياض ، الرياض,270 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع الحسين الهاشمي ، حي طويق ، الرياض ، الرياض,375 م²,"1,750,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن بن ابراهيم ، حي طويق ، الرياض ، الرياض,384 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع الصحابة ، حي المونسية ، الرياض ، الرياض,360 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع رقم 162 ، حي الجنادرية ، الرياض ، الرياض,270 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع هاشم الخطيب ، حي طويق ، الرياض ، الرياض,300 م²,"1,190,000 ريال"
,,
فيلا للبيع في شارع جبل الرحا ، حي الدار البيضاء ، الرياض ، الرياض,300 م²,"880,000 ريال"
,,
فيلا للبيع في شارع محمد بن الربيع ، حي اشبيلية ، الرياض ، الرياض,675 م²,"3,500,000 ريال"
,,
فيلا للبيع في شارع دقاف ، حي عكاظ ، الرياض ، الرياض,280 م²,"1,150,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,225 م²,"901,000 ريال"
,,
فيلا للبيع في شارع القناني ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع رقم 183 ، حي الملقا ، الرياض ، الرياض,360 م²,"4,000,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,350 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع رقم 203 ، حي النرجس ، الرياض ، الرياض,400 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع ابن كثير المخزومي ، حي الاندلس ، الرياض ، الرياض,340 م²,"2,330,000 ريال"
,,
فيلا للبيع في شارع عبدالله المطرودي ، حي الزهرة ، الرياض ، الرياض,250 م²,"750,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,150,000 ريال"
,,
فيلا للبيع في شارع سودري ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,500 م²,"2,400,000 ريال"
,,
فيلا للبيع في شارع الإمام مسلم ، حي بدر ، الرياض ، الرياض,250 م²,"920,000 ريال"
,,
فيلا للبيع في شارع طابا ، حي الروابي ، الرياض ، الرياض,400 م²,"1,800,000 ريال"
