,district_Name,property_size,property_price
20121,فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,255 م²,"880,000 ريال"
20123,فيلا للبيع في شارع رقم 97 ، حي الندوة ، الرياض ، الرياض,525 م²,"2,000,000 ريال"
20125,فيلا للبيع في شارع ربيعه بن الحارث ، حي الرمال ، الرياض ، الرياض,240 م²,"1,180,000 ريال"
20127,فيلا للبيع في شارع سعيد النابلسي ، حي طيبة ، الرياض ، الرياض,277 م²,"800,000 ريال"
20129,فيلا للبيع في شارع أحمد بن محمد المراكشي ، حي الرمال ، الرياض ، الرياض,360 م²,"1,950,000 ريال"
20131,فيلا للبيع في شارع السويدي العام ، حي السويدي ، الرياض ، الرياض,250 م²,"1,050,000 ريال"
20133,فيلا للبيع في شارع احمد بن مجاهد ، حي ظهرة البديعة ، الرياض ، الرياض,200 م²,"870,000 ريال"
20135,فيلا للبيع في شارع محمد بن القزاز ، حي الجنادرية ، الرياض ، الرياض,720 م²,"2,100,000 ريال"
20137,فيلا للبيع في حي ، شارع الحداد ، حي ديراب ، الرياض ، الرياض,625 م²,"1,750,000 ريال"
20139,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,337 م²,"1,900,000 ريال"
20141,فيلا للبيع في شارع المنتزهات ، حي طويق ، الرياض ، الرياض,375 م²,"1,350,000 ريال"
20143,فيلا للبيع في حي بدر ، الرياض ، الرياض,240 م²,"900,000 ريال"
20145,فيلا للبيع في شارع رقم 253 ، حي النرجس ، الرياض ، الرياض,420 م²,"4,000,000 ريال"
20147,فيلا للبيع في حي عرقة ، الرياض ، الرياض,3100 م²,"22,000,000 ريال"
20149,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,170,000 ريال"
20151,فيلا للبيع في طريق الثمامة ، حي الرمال ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
20153,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
20155,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
20157,فيلا للبيع في شارع ابي عبدالله الزواوي ، حي العزيزية ، الرياض ، الرياض,275 م²,"670,000 ريال"
20159,فيلا للبيع في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,500 م²,"1,300,000 ريال"
20161,فيلا للبيع في حي الحزم ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
20163,فيلا للبيع في حي ، شارع نور الدين أرسلان ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
20165,فيلا للبيع في حي المعيزيلة ، الرياض ، الرياض,455 م²,"2,300,000 ريال"
20167,فيلا للبيع في شارع التمار ، حي طويق ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
20169,فيلا للبيع في شارع المعادي ، حي الحزم ، الرياض ، الرياض,337 م²,"1,400,000 ريال"
20171,فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,300 م²,"1,270,000 ريال"
20173,فيلا للبيع في شارع عبدالرحمن العاصي ، حي الرمال ، الرياض ، الرياض,492 م²,"1,950,000 ريال"
20175,فيلا للبيع في حي بدر ، الرياض ، الرياض,408 م²,"730,000 ريال"
20177,فيلا للبيع في حي الحزم ، الرياض ، الرياض,317 م²,"1,300,000 ريال"
20179,فيلا للبيع في شارع الميدان بن صخر ، حي الرمال ، الرياض ، الرياض,375 م²,"1,920,000 ريال"
20181,فيلا للبيع في شارع محمد ابو الخير الفاسي ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
20183,فيلا للبيع في شارع محمد العمودي ، حي الرمال ، الرياض ، الرياض,250 م²,"1,180,000 ريال"
20185,فيلا للبيع في حي حطين ، الرياض ، الرياض,965 م²,"15,000,000 ريال"
20187,فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,450 م²,"1,450,000 ريال"
20189,فيلا للبيع في شارع عبيدالله الثقفي ، حي المهدية ، الرياض ، الرياض,340 م²,"1,630,000 ريال"
20191,فيلا للبيع في شارع جبل عسيب ، حي طويق ، الرياض ، الرياض,200 م²,"900,000 ريال"
20193,فيلا للبيع في شارع محمد الجرواني ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
20195,فيلا للبيع في شارع عثمان بن صدقة ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
20197,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
20199,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20201,فيلا للبيع في حي ديراب ، الرياض ، الرياض,360 م²,"920,000 ريال"
20203,فيلا للبيع في شارع محمد بن مسلم العثيمين ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,350 م²,"1,500,000 ريال"
20205,فيلا للبيع في شارع وادي خيبر ، حي بدر ، الرياض ، الرياض,225 م²,"820,000 ريال"
20207,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,270 م²,"1,250,000 ريال"
20209,فيلا للبيع في الرياض ، حي بدر ، الرياض,250 م²,"940,000 ريال"
20211,فيلا للبيع في شارع نعيم بن عبدالله ، حي العارض ، الرياض ، الرياض,270 م²,"2,250,000 ريال"
20213,فيلا للبيع في شارع حسين بن عبدالرحمن الجفري ، حي ظهرة نمار ، الرياض ، الرياض,225 م²,"1,080,000 ريال"
20215,فيلا للبيع في حي المونسية ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
20217,فيلا للبيع في شارع الدومات ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
20219,فيلا للبيع في شارع ابي الحسن الحلي ، حي طويق ، الرياض ، الرياض,380 م²,"1,550,000 ريال"
20221,فيلا للبيع في شارع شمس الدين البخاري ، حي المنار ، الرياض ، الرياض,500 م²,"1,400,000 ريال"
20223,فيلا للبيع في طريق فتح مكة ، حي العزيزية ، الرياض ، الرياض,325 م²,"1,320,000 ريال"
20225,فيلا للبيع في شارع ذي العقال ، حي الملز ، الرياض ، الرياض,900 م²,"2,000,000 ريال"
20227,فيلا للبيع في شارع عبدالله بن أبي حبيب ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
20229,فيلا للبيع في شارع حرمله بن يحيى ، حي طويق ، الرياض ، الرياض,480 م²,"1,250,000 ريال"
20231,فيلا للبيع في شارع ابراهيم الفتال ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
20233,فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,000,000 ريال"
20235,فيلا للبيع في حي الرمال ، الرياض ، الرياض,390 م²,"2,100,000 ريال"
20237,فيلا للبيع في شارع السدره ، حي طيبة ، الرياض ، الرياض,230 م²,"750,000 ريال"
20239,فيلا للبيع في طريق بور سعيد ، حي طيبة ، الرياض ، الرياض,230 م²,"790,000 ريال"
20241,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
20243,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20245,فيلا للبيع في شارع حسين المرصفي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
20247,فيلا للبيع في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,500 م²,"5,000,000 ريال"
20249,فيلا للبيع في حي الرمال ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
20251,فيلا للبيع في حي الهدا ، الرياض ، الرياض,2220 م²,"15,000,000 ريال"
20253,فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
20255,فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,200,000 ريال"
20257,فيلا للبيع في شارع الاعتدال ، حي بدر ، الرياض ، الرياض,378 م²,"1,150,000 ريال"
20259,فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,230 م²,"850,000 ريال"
20261,فيلا للبيع في شارع ابراهيم الرهاوي ، حي القيروان ، الرياض ، الرياض,256 م²,"2,000,000 ريال"
20263,فيلا للبيع في شارع عبدالهادي الابياري ، حي النخيل ، الرياض ، الرياض,450 م²,"5,000,000 ريال"
20265,فيلا للبيع في الرياض ، حي طويق ، الرياض,450 م²,"1,800,000 ريال"
20267,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
20269,فيلا للبيع في شارع القشاشية ، حي طويق ، الرياض ، الرياض,240 م²,"1,050,000 ريال"
20271,فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,300 م²,"1,030,000 ريال"
20273,فيلا للبيع في حي الرمال ، الرياض ، الرياض,323 م²,"1,850,000 ريال"
20275,فيلا للبيع في شارع محمد بن اسحاق المدني ، حي بدر ، الرياض ، الرياض,519 م²,"1,350,000 ريال"
20277,فيلا للبيع في شارع الشافيه ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
20279,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,236 م²,"1,450,000 ريال"
20281,فيلا للبيع في شارع رقم 62 ، حي بدر ، الرياض ، الرياض,280 م²,"860,000 ريال"
20283,فيلا للبيع في شارع أحمد بن جزي ، حي الرمال ، الرياض ، الرياض,362 م²,"1,700,000 ريال"
20285,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20287,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
20289,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,400 م²,"2,500,000 ريال"
20291,فيلا للبيع في شارع منصور العبدلي ، حي طويق ، الرياض ، الرياض,235 م²,"1,120,000 ريال"
20293,فيلا للبيع في حي المونسية ، الرياض ، الرياض,312 م²,"2,100,000 ريال"
20295,فيلا للبيع في شارع ابن نشوان ، حي الحزم ، الرياض ، الرياض,200 م²,"870,000 ريال"
20297,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
20299,فيلا للبيع في شارع رقم 232 ، حي النرجس ، الرياض ، الرياض,290 م²,"2,700,000 ريال"
20301,فيلا للبيع في شارع ابن عبدالستار ، حي السويدي ، الرياض ، الرياض,500 م²,"1,000,000 ريال"
20303,فيلا للبيع في حي الحزم ، الرياض ، الرياض,230 م²,"940,000 ريال"
20305,فيلا للبيع في شارع البناء ، حي الغدير ، الرياض ، الرياض,600 م²,"3,500,000 ريال"
20307,فيلا للبيع في شارع ابراهيم العوفي ، حي طويق ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
20309,فيلا للبيع في شارع ظفار ، حي اليرموك ، الرياض ، الرياض,312 م²,"1,900,000 ريال"
20311,فيلا للبيع في شارع عبدالله النحوي ، حي الملك فيصل ، الرياض ، الرياض,750 م²,"3,500,000 ريال"
20313,فيلا للبيع في شارع ضرار بن الأزور ، حي الرمال ، الرياض ، الرياض,345 م²,"1,800,000 ريال"
20315,فيلا للبيع في شارع الشيخ جابر الاحمد الصباح ، حي الرمال ، الرياض ، الرياض,480 م²,"1,680,000 ريال"
20317,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,280,000 ريال"
20319,فيلا للبيع في حي بدر ، الرياض ، الرياض,242 م²,"1,050,000 ريال"
20321,فيلا للبيع في شارع رقم 340 ، حي الملقا ، الرياض ، الرياض,450 م²,"4,800,000 ريال"
20323,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,240 م²,"2,000,000 ريال"
20325,فيلا للبيع في شارع ابي رفاعة العدوي ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,280,000 ريال"
20327,فيلا للبيع في حي عكاظ ، الرياض ، الرياض,325 م²,"1,099,000 ريال"
20329,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20331,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20333,فيلا للبيع في شارع محمد المعافري ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
20335,فيلا للبيع في حي ، شارع وادي البسيتين ، حي الملك فيصل ، الرياض ، الرياض,900 م²,"2,400,000 ريال"
20337,فيلا للبيع في طريق جدة الفرعي ، حي طويق ، الرياض ، الرياض,200 م²,"900,000 ريال"
20339,فيلا للبيع في حي بدر ، الرياض ، الرياض,230 م²,"950,000 ريال"
20341,فيلا للبيع في شارع شعيب الحمر ، حي شبرا ، الرياض ، الرياض,250 م²,"970,000 ريال"
20343,فيلا للبيع في شارع المعين ، حي الحزم ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
20345,فيلا للبيع في شارع سماك بن اوس ، حي الحزم ، الرياض ، الرياض,250 م²,"1,000,000 ريال"
20347,فيلا للبيع في شارع القرية ، حي النهضة ، الرياض ، الرياض,375 م²,"1,100,000 ريال"
20349,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,080,000 ريال"
20351,فيلا للبيع في الطريق الدائري الشمالي الفرعي ، حي حطين ، الرياض ، الرياض,7100 م²,"80,000,000 ريال"
20353,فيلا للبيع في شارع سعد بن معاذ ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
20355,فيلا للبيع في شارع الحفنة ، حي اليمامة ، الرياض ، الرياض,632 م²,"470,000 ريال"
20357,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,380,000 ريال"
20359,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,300 م²,"2,900,000 ريال"
20361,فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,000,000 ريال"
20363,فيلا للبيع في حي ، شارع قيس بن محصن ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,000,000 ريال"
20365,فيلا للبيع في حي الرمال ، الرياض ، الرياض,281 م²,"1,300,008 ريال"
20367,فيلا للبيع في شارع رقم 167 ، حي الملقا ، الرياض ، الرياض,600 م²,"7,000,000 ريال"
20369,فيلا للبيع في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
20371,فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,312 م²,"1,300,000 ريال"
20373,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20375,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
20377,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,200 م²,"860,000 ريال"
20379,فيلا للبيع في الرياض ، حي الرمال ، الرياض,375 م²,"1,900,000 ريال"
20381,فيلا للبيع في حي بدر ، الرياض ، الرياض,390 م²,"750,000 ريال"
20383,فيلا للبيع في شارع مشرق ، حي النفل ، الرياض ، الرياض,300 م²,"2,000,000 ريال"
20385,فيلا للبيع في محطة كهرباء حي قرطبة ، شارع مشرف ، حي مشرف ، الرياض ، الرياض,220 م²,"2,200,000 ريال"
20387,فيلا للبيع في شارع عبدالحفيظ القارئ ، حي طويق ، الرياض ، الرياض,450 م²,"1,050,000 ريال"
20389,فيلا للبيع في شارع المزونه ، حي ظهرة لبن ، الرياض ، الرياض,286 م²,"1,750,000 ريال"
20391,فيلا للبيع في شارع محمد بن عجلان ، حي الرمال ، الرياض ، الرياض,349 م²,"1,600,000 ريال"
20393,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,400,000 ريال"
20395,فيلا للبيع في الرياض ، حي بدر ، الرياض,352 م²,"1,170,000 ريال"
20397,فيلا للبيع في شارع رقم 44 ، حي الملقا ، الرياض ، الرياض,710 م²,"6,600,000 ريال"
20399,فيلا للبيع في حي ، شارع جبل العلوم ، حي العريجاء الغربية ، الرياض ، الرياض,700 م²,"1,400,000 ريال"
20401,فيلا للبيع في شارع الخوارزمي ، حي طيبة ، الرياض ، الرياض,400 م²,"1,150,000 ريال"
20403,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,220 م²,"1,100,000 ريال"
20405,فيلا للبيع في شارع نجم الدين الطوفي ، حي طويق ، الرياض ، الرياض,250 م²,"1,150,000 ريال"
20407,فيلا للبيع في شارع الحنفي ، حي طويق ، الرياض ، الرياض,200 م²,"930,000 ريال"
20409,فيلا للبيع في شارع محمد الطلحي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
20411,فيلا للبيع في شارع حمدان بن ذي النون ، حي الرمال ، الرياض ، الرياض,375 م²,"1,900,000 ريال"
20413,فيلا للبيع في حي ، شارع عبدالقادر الجزائري ، حي الدار البيضاء ، الرياض ، الرياض,320 م²,"950,000 ريال"
20415,فيلا للبيع في شارع رقم 205 ، حي النرجس ، الرياض ، الرياض,312 م²,"3,000,000 ريال"
20417,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
20419,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20421,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
20423,فيلا للبيع في حي ديراب ، الرياض ، الرياض,420 م²,"1,450,000 ريال"
20425,فيلا للبيع في شارع رقم 536 ، حي الملقا ، الرياض ، الرياض,700 م²,"6,800,000 ريال"
20427,فيلا للبيع في حي القادسية ، الرياض ، الرياض,270 م²,"1,360,000 ريال"
20429,فيلا للبيع في حي بدر ، الرياض ، الرياض,500 م²,"800,000 ريال"
20431,فيلا للبيع في حي الملقا ، الرياض ، الرياض,400 م²,"5,100,000 ريال"
20433,فيلا للبيع في شارع ريحانة بنت زيد الفرعي ، الرياض ، الرياض,266 م²,"2,000,000 ريال"
20435,فيلا للبيع في شارع عماره بن اوس بن ثعلبه الانصاري ، حي الرمال ، الرياض ، الرياض,305 م²,"1,350,000 ريال"
20437,فيلا للبيع في شارع رقم 332 ، حي النرجس ، الرياض ، الرياض,250 م²,"2,850,000 ريال"
20439,فيلا للبيع في شارع الكوثر ، حي العارض ، الرياض ، الرياض,322 م²,"2,550,000 ريال"
20441,فيلا للبيع في شارع ابي القاسم بن حبيش ، حي الفاروق ، الرياض ، الرياض,675 م²,"1,000,000 ريال"
20443,فيلا للبيع في شارع رقم 217 ، حي المونسية ، الرياض ، الرياض,375 م²,"2,250,000 ريال"
20445,فيلا للبيع في حي العزيزية ، الرياض ، الرياض,500 م²,"1,500,000 ريال"
20447,فيلا للبيع في شارع البساتين ، حي الرمال ، الرياض ، الرياض,330 م²,"1,260,000 ريال"
20449,فيلا للبيع في حي المونسية ، الرياض ، الرياض,200 م²,"1,580,000 ريال"
20451,فيلا للبيع في شارع قس بن ساعدة ، حي الملك فيصل ، الرياض ، الرياض,750 م²,"2,000,000 ريال"
20453,فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,380 م²,"1,550,000 ريال"
20455,فيلا للبيع في شارع عامر بن مخلد النجاري ، حي الرمال ، الرياض ، الرياض,240 م²,"1,150,000 ريال"
20457,فيلا للبيع في شارع قلعه المرقب ، حي الحزم ، الرياض ، الرياض,270 م²,"1,050,000 ريال"
20459,فيلا للبيع في حي ظهرة نمار ، الرياض ، الرياض,315 م²,"1,500,000 ريال"
20461,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
20463,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20465,فيلا للبيع في شارع المجاهدين ، حي الربيع ، الرياض ، الرياض,223 م²,"2,000,000 ريال"
20467,فيلا للبيع في الشارع الأول ، حي الجزيرة ، الرياض ، الرياض,484 م²,"1,200,000 ريال"
20469,فيلا للبيع في شارع ابن الطاهري ، حي الرمال ، الرياض ، الرياض,380 م²,"1,450,000 ريال"
20471,فيلا للبيع في شارع شهاب بن ابي بكر ، حي طيبة ، الرياض ، الرياض,211 م²,"780,000 ريال"
20473,فيلا للبيع في حي قرطبة ، الرياض ، الرياض,375 م²,"2,200,000 ريال"
20475,فيلا للبيع في طريق ابي بكر الصديق ، حي النرجس ، الرياض ، الرياض,336 م²,"3,050,000 ريال"
20477,فيلا للبيع في شارع القلم ، حي طويق ، الرياض ، الرياض,200 م²,"880,000 ريال"
20479,فيلا للبيع في حي السليمانية ، الرياض ، الرياض,400 م²,"2,000,000 ريال"
20481,فيلا للبيع في حي بدر ، الرياض ، الرياض,360 م²,"1,150,000 ريال"
20483,فيلا للبيع في شارع سعدة ، حي الشفا ، الرياض ، الرياض,318 م²,"1,160,000 ريال"
20485,فيلا للبيع في شارع سفيان بن الحارث ، حي الحزم ، الرياض ، الرياض,280 م²,"1,400,000 ريال"
20487,فيلا للبيع في شارع أبي رفاعة العدوي ، حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
20489,فيلا للبيع في شارع احمد بن علي قدسي ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
20491,فيلا للبيع في حي الرمال ، الرياض ، الرياض,221 م²,"1,250,000 ريال"
20493,فيلا للبيع في حي المهدية ، الرياض ، الرياض,270 م²,"1,400,000 ريال"
20495,فيلا للبيع في شارع ابي المكارم بن مفرج ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,300,000 ريال"
20497,فيلا للبيع في شارع عبدالرحمن بن اسلم ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
20499,فيلا للبيع في حي الحزم ، الرياض ، الرياض,230 م²,"940,000 ريال"
20501,فيلا للبيع في شارع رحمة بن جابر ، حي الروضة ، الرياض ، الرياض,308 م²,"2,150,000 ريال"
20503,فيلا للبيع في شارع رقم 205 ، حي الملقا ، الرياض ، الرياض,600 م²,"7,900,000 ريال"
20505,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
20507,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
20509,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
20511,فيلا للبيع في شارع يحي بن عمر الملتوني ، حي طويق ، الرياض ، الرياض,318 م²,"1,130,000 ريال"
20513,فيلا للبيع في شارع المليداء ، حي نمار ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
20515,فيلا للبيع في شارع محمد بن القزاز ، حي الجنادرية ، الرياض ، الرياض,900 م²,"2,500,000 ريال"
20517,فيلا للبيع في حي ، شارع الإمام أبي حنيفة ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"980,000 ريال"
20519,فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي اشبيلية ، الرياض ، الرياض,500 م²,"2,500,000 ريال"
20521,فيلا للبيع في شارع ابي رفاعة العدوي ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
20523,فيلا للبيع في حي ، شارع جموح بن عثمان ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
20525,فيلا للبيع في الرياض ، حي المهدية ، الرياض,200 م²,"1,450,000 ريال"
20527,فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
20529,فيلا للبيع في شارع احمد الهمداني ، حي طويق ، الرياض ، الرياض,540 م²,"1,450,000 ريال"
20531,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,225 م²,"1,400,000 ريال"
20533,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,200,000 ريال"
20535,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,337 م²,"1,900,000 ريال"
20537,فيلا للبيع في حي الرمال ، الرياض ، الرياض,223 م²,"1,260,000 ريال"
20539,فيلا للبيع في حي النرجس ، الرياض ، الرياض,325 م²,"3,200,000 ريال"
20541,فيلا للبيع في حي بدر ، الرياض ، الرياض,250 م²,"870,000 ريال"
20543,فيلا للبيع في شارع وادي خيم ، حي بدر ، الرياض ، الرياض,346 م²,"870,000 ريال"
20545,فيلا للبيع في شارع المعزل ، حي الحزم ، الرياض ، الرياض,312 م²,"1,180,000 ريال"
20547,فيلا للبيع في حي ، شارع حارثه بن الاضبط ، حي العارض ، الرياض ، الرياض,348 م²,"2,900,000 ريال"
20549,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
20551,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20553,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,370 م²,"3,500,000 ريال"
20555,فيلا للبيع في شارع أبي القاسم الأنصاري ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
20557,فيلا للبيع في شارع البشور ، حي الحمراء ، الرياض ، الرياض,618 م²,"6,000,000 ريال"
20559,فيلا للبيع في ملهم ، حريملاء,1300 م²,"4,500,000 ريال"
20561,فيلا للبيع في حي بدر ، الرياض ، الرياض,420 م²,"1,000,000 ريال"
20563,فيلا للبيع في شارع العزايزة ، حي اشبيلية ، الرياض ، الرياض,300 م²,"1,850,000 ريال"
20565,فيلا للبيع في شارع المبرد ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
20567,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,303 م²,"1,060,000 ريال"
20569,فيلا للبيع في الرياض ، حي طويق ، الرياض,375 م²,"1,200,000 ريال"
20571,فيلا للبيع في شارع ابي عبدالله الصقلي ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,030,000 ريال"
20573,فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
20575,فيلا للبيع في شارع جبير بن ابي صالح ، حي طويق ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
20577,فيلا للبيع في شارع مسعود بن متعب ، حي ظهرة نمار ، الرياض ، الرياض,300 م²,"1,400,000 ريال"
20579,فيلا للبيع في شارع الخضاير ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
20581,فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
20583,فيلا للبيع في حي بدر ، الرياض ، الرياض,240 م²,"1,000,000 ريال"
20585,فيلا للبيع في شارع الجود ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
20587,فيلا للبيع في شارع الذهبي ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
20589,فيلا للبيع في حي عكاظ ، الرياض ، الرياض,200 م²,"850,000 ريال"
20591,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,400 م²,"2,000,000 ريال"
20593,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
20595,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20597,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,330,000 ريال"
